Date,Open,High,Low,Close,Adj Close,Volume
2000-04-05,506.119995,526.130005,494.589996,518.039978,518.039978,1110300000
2000-04-06,517.98999,535.679993,517.98999,532.5,532.5,1008000000
2000-04-07,532.5,542.98999,532.5,542.98999,542.98999,891600000
2000-04-10,542.98999,545.900024,518.659973,518.659973,518.659973,853700000
2000-04-11,518.659973,519.23999,502.459991,510.130005,510.130005,971400000
2000-04-12,510.140015,513.049988,493.440002,493.440002,493.440002,1175900000
2000-04-13,493.440002,502.51001,488.940002,489.220001,489.220001,1032000000
2000-04-14,489.230011,489.230011,450.190002,453.720001,453.720001,1279700000
2000-04-17,453.670013,459.26001,441.559998,459.26001,459.26001,1204700000
2000-04-18,459.26001,486.089996,459.26001,486.089996,486.089996,1109400000
2000-04-19,486.089996,493.790009,483.130005,486.230011,486.230011,1001400000
2000-04-20,486.230011,489.459991,478.410004,481.839996,481.839996,896200000
2000-04-24,481.839996,481.839996,460.899994,468.540009,468.540009,868700000
2000-04-25,468.540009,489.029999,468.540009,489.029999,489.029999,1071100000
2000-04-26,489.019989,495.019989,483.579987,484.23999,484.23999,999600000
2000-04-27,484.23999,494.579987,473.76001,494.579987,494.579987,1111000000
2000-04-28,494.559998,506.25,494.559998,506.25,506.25,984600000
2000-05-01,506.25,519.630005,506.25,518.929993,518.929993,966300000
2000-05-02,518.929993,520.320007,504.970001,505.350006,505.350006,1011500000
2000-05-03,505.350006,505.350006,487.329987,495.559998,495.559998,991600000
2000-05-04,495.589996,502.630005,495.519989,501.910004,501.910004,925800000
2000-05-05,501.910004,512.840027,499.730011,512.840027,512.840027,805500000
2000-05-08,512.840027,512.840027,499.600006,500.079987,500.079987,787600000
2000-05-09,500.079987,504.070007,486.820007,490.859985,490.859985,896600000
2000-05-10,490.859985,490.859985,470.570007,474.279999,474.279999,1006400000
2000-05-11,474.279999,489.390015,474.279999,489.390015,489.390015,953600000
2000-05-12,489.390015,498.269989,489.390015,490.940002,490.940002,858200000
2000-05-15,490.940002,497.809998,483.730011,497.809998,497.809998,854600000
2000-05-16,497.809998,507.519989,497.809998,505.980011,505.980011,955500000
2000-05-17,505.980011,505.980011,497.570007,499.660004,499.660004,820500000
2000-05-18,499.660004,501.51001,490.950012,490.950012,490.950012,807900000
2000-05-19,490.950012,490.950012,477.730011,479.700012,479.700012,853700000
2000-05-22,479.700012,480.589996,458.209991,471.670013,471.670013,869000000
2000-05-23,471.670013,474.170013,459.01001,459.01001,459.01001,869900000
2000-05-24,459.01001,461.73999,443.98999,461.73999,461.73999,1152300000
2000-05-25,461.73999,469.920013,456.160004,456.170013,456.170013,984500000
2000-05-26,456.170013,458.880005,451.950012,457.369995,457.369995,722600000
2000-05-30,457.369995,476.700012,457.369995,476.700012,476.700012,844200000
2000-05-31,476.720001,481.630005,473.320007,476.179993,476.179993,960500000
2000-06-01,476.179993,492.470001,476.179993,492.470001,492.470001,960100000
2000-06-02,492.470001,513.039978,492.470001,513.030029,513.030029,1162400000
2000-06-05,513.030029,518.030029,509.299988,513.299988,513.299988,838600000
2000-06-06,513.299988,523.049988,511.48999,511.649994,511.649994,950100000
2000-06-07,511.649994,516.539978,507.910004,516.539978,516.539978,854600000
2000-06-08,516.419983,519.630005,513.590027,514.539978,514.539978,854300000
2000-06-09,514.539978,523.349976,514.539978,523.059998,523.059998,786000000
2000-06-12,523.070007,523.789978,508.200012,508.51001,508.51001,774100000
2000-06-13,508.51001,513.76001,500.910004,513.75,513.75,935900000
2000-06-14,513.75,517.580017,509.48999,509.670013,509.670013,929700000
2000-06-15,509.670013,512.280029,504.130005,512.25,512.25,1011400000
2000-06-16,512.25,514.940002,510.0,513.73999,513.73999,1250800000
2000-06-19,513.73999,522.789978,510.049988,522.789978,522.789978,921700000
2000-06-20,522.77002,526.97998,520.75,525.690002,525.690002,1031500000
2000-06-21,525.690002,528.440002,522.169983,527.609985,527.609985,1009600000
2000-06-22,527.609985,530.409973,515.01001,515.01001,515.01001,1022700000
2000-06-23,515.01001,518.219971,508.220001,510.410004,510.410004,847600000
2000-06-26,510.410004,516.369995,509.230011,516.359985,516.359985,889000000
2000-06-27,516.359985,518.570007,507.880005,508.079987,508.079987,1042500000
2000-06-28,508.079987,521.0,508.079987,520.98999,520.98999,1095100000
2000-06-29,520.98999,520.98999,511.299988,512.580017,512.580017,1110900000
2000-06-30,512.580017,517.23999,509.920013,517.22998,517.22998,1459700000
2000-07-03,517.23999,524.210022,517.099976,524.039978,524.039978,451900000
2000-07-05,524.02002,524.02002,517.5,518.25,518.25,1019300000
2000-07-06,518.280029,523.320007,513.659973,523.320007,523.320007,947300000
2000-07-07,523.299988,528.650024,523.299988,528.219971,528.219971,931700000
2000-07-10,528.219971,532.179993,527.75,530.830017,530.830017,838700000
2000-07-11,530.830017,533.26001,529.039978,529.73999,529.73999,980500000
2000-07-12,529.73999,540.26001,529.73999,540.25,540.25,1001200000
2000-07-13,540.25,542.76001,540.109985,542.76001,542.76001,1026800000
2000-07-14,542.76001,543.840027,539.51001,542.630005,542.630005,960600000
2000-07-17,542.630005,545.710022,541.549988,545.179993,545.179993,906000000
2000-07-18,545.179993,545.179993,535.909973,536.280029,536.280029,908300000
2000-07-19,536.280029,536.280029,527.789978,527.859985,527.859985,909400000
2000-07-20,527.859985,534.820007,527.859985,534.75,534.75,1064600000
2000-07-21,534.75,534.75,522.700012,522.700012,522.700012,968300000
2000-07-24,522.700012,524.109985,513.01001,514.25,514.25,880300000
2000-07-25,514.25,517.409973,511.109985,514.330017,514.330017,969400000
2000-07-26,514.330017,514.330017,503.920013,513.809998,513.809998,1235800000
2000-07-27,513.820007,513.820007,501.5,501.609985,501.609985,1156400000
2000-07-28,501.630005,501.630005,488.700012,490.220001,490.220001,980000000
2000-07-31,490.220001,500.640015,487.390015,500.640015,500.640015,952600000
2000-08-01,500.640015,500.679993,497.709991,497.769989,497.769989,938700000
2000-08-02,497.769989,501.950012,496.410004,500.220001,500.220001,986300000
2000-08-03,500.220001,500.220001,489.23999,499.450012,499.450012,1095600000
2000-08-04,499.450012,504.850006,499.450012,503.630005,503.630005,956000000
2000-08-07,503.619995,510.25,503.619995,509.869995,509.869995,854800000
2000-08-08,509.869995,511.940002,508.720001,508.720001,508.720001,992200000
2000-08-09,508.720001,512.450012,507.23999,507.5,507.5,1054000000
2000-08-10,507.5,507.730011,501.609985,501.649994,501.649994,940800000
2000-08-11,501.649994,510.320007,498.670013,510.269989,510.269989,835500000
2000-08-14,510.269989,514.630005,509.640015,514.47998,514.47998,783800000
2000-08-15,514.47998,514.75,509.929993,509.929993,509.929993,895900000
2000-08-16,509.929993,513.330017,509.929993,512.73999,512.73999,929800000
2000-08-17,512.72998,516.460022,511.790009,516.460022,516.460022,922400000
2000-08-18,516.460022,517.450012,515.090027,515.51001,515.51001,821400000
2000-08-21,515.51001,518.309998,515.26001,516.450012,516.450012,731600000
2000-08-22,516.47998,518.97998,516.47998,517.460022,517.460022,818800000
2000-08-23,517.419983,518.0,513.950012,517.880005,517.880005,871000000
2000-08-24,517.640015,523.320007,517.640015,523.299988,523.299988,837100000
2000-08-25,523.299988,525.280029,522.080017,525.109985,525.109985,685600000
2000-08-28,525.109985,528.830017,525.109985,526.47998,526.47998,733600000
2000-08-29,526.47998,529.690002,526.47998,529.630005,529.630005,795600000
2000-08-30,529.630005,532.380005,529.109985,532.330017,532.330017,818400000
2000-08-31,532.359985,539.140015,532.359985,537.890015,537.890015,1056600000
2000-09-01,537.890015,541.909973,536.549988,541.909973,541.909973,767700000
2000-09-05,541.909973,542.789978,538.409973,539.02002,539.02002,838500000
2000-09-06,539.02002,539.23999,535.27002,536.320007,536.320007,995100000
2000-09-07,536.320007,542.820007,536.320007,542.820007,542.820007,985500000
2000-09-08,542.820007,542.820007,535.330017,535.700012,535.700012,961000000
2000-09-11,535.700012,539.619995,532.940002,533.619995,533.619995,899300000
2000-09-12,533.619995,535.950012,531.960022,532.429993,532.429993,991200000
2000-09-13,532.429993,534.359985,529.789978,534.0,534.0,1068300000
2000-09-14,534.0,540.01001,534.0,539.210022,539.210022,1014000000
2000-09-15,539.210022,539.210022,530.25,530.880005,530.880005,1268400000
2000-09-18,530.840027,531.22998,516.419983,516.679993,516.679993,962500000
2000-09-19,516.679993,523.369995,515.799988,523.309998,523.309998,1024900000
2000-09-20,523.309998,523.549988,518.210022,521.429993,521.429993,1104000000
2000-09-21,521.429993,521.429993,513.859985,514.359985,514.359985,1105400000
2000-09-22,514.349976,519.150024,502.899994,518.820007,518.820007,1185500000
2000-09-25,518.76001,521.75,515.289978,515.380005,515.380005,982400000
2000-09-26,515.380005,516.469971,509.410004,509.899994,509.899994,1106600000
2000-09-27,509.890015,513.650024,506.709991,508.130005,508.130005,1174700000
2000-09-28,508.130005,524.090027,507.619995,523.73999,523.73999,1206200000
2000-09-29,523.809998,524.400024,520.030029,521.369995,521.369995,1197100000
2000-10-02,521.369995,523.409973,511.660004,511.670013,511.670013,1051200000
2000-10-03,511.679993,515.219971,504.359985,504.670013,504.670013,1098100000
2000-10-04,504.670013,507.790009,499.399994,507.48999,507.48999,1167400000
2000-10-05,507.48999,508.980011,502.640015,502.670013,502.670013,1176100000
2000-10-06,502.670013,502.98999,489.630005,491.019989,491.019989,1150100000
2000-10-09,491.019989,491.019989,481.640015,489.529999,489.529999,716600000
2000-10-10,489.529999,490.859985,481.089996,481.630005,481.630005,1044000000
2000-10-11,481.630005,481.630005,469.190002,474.73999,474.73999,1387500000
2000-10-12,474.73999,478.670013,462.209991,462.970001,462.970001,1388600000
2000-10-13,462.970001,480.399994,460.470001,480.390015,480.390015,1223900000
2000-10-16,480.390015,485.649994,479.5,481.75,481.75,1005400000
2000-10-17,481.75,483.519989,468.589996,470.880005,470.880005,1161500000
2000-10-18,470.880005,470.880005,455.630005,466.209991,466.209991,1441700000
2000-10-19,466.209991,481.359985,466.209991,481.299988,481.299988,1297900000
2000-10-20,481.640015,488.820007,481.600006,487.450012,487.450012,1177400000
2000-10-23,487.450012,490.5,487.450012,489.959991,489.959991,1046800000
2000-10-24,489.959991,493.839996,487.709991,487.869995,487.869995,1158600000
2000-10-25,487.850006,487.850006,474.290009,475.209991,475.209991,1315600000
2000-10-26,475.220001,479.790009,466.559998,479.76001,479.76001,1303800000
2000-10-27,479.73999,483.369995,478.01001,479.850006,479.850006,1086300000
2000-10-30,479.850006,484.079987,477.470001,482.720001,482.720001,1186500000
2000-10-31,482.720001,497.679993,482.720001,497.679993,497.679993,1366400000
2000-11-01,497.679993,497.679993,493.200012,495.179993,495.179993,1206800000
2000-11-02,495.179993,506.980011,495.179993,506.970001,506.970001,1167700000
2000-11-03,506.980011,507.75,504.76001,507.75,507.75,997700000
2000-11-06,508.76001,508.859985,503.48999,503.959991,503.959991,930900000
2000-11-07,503.959991,506.01001,501.359985,506.01001,506.01001,880900000
2000-11-08,506.01001,506.880005,500.549988,500.679993,500.679993,909300000
2000-11-09,500.679993,500.679993,485.970001,495.329987,495.329987,1111000000
2000-11-10,495.329987,495.329987,480.75,480.899994,480.899994,962500000
2000-11-13,480.920013,480.920013,463.440002,476.549988,476.549988,1129300000
2000-11-14,476.529999,486.929993,476.529999,486.910004,486.910004,1118800000
2000-11-15,486.910004,493.040009,485.609985,491.790009,491.790009,1066800000
2000-11-16,491.790009,491.790009,481.269989,481.640015,481.640015,956300000
2000-11-17,481.640015,488.399994,481.299988,482.609985,482.609985,1070400000
2000-11-20,482.690002,482.690002,469.410004,470.23999,470.23999,955800000
2000-11-21,470.23999,472.440002,465.48999,466.790009,466.790009,1137100000
2000-11-22,466.790009,466.790009,454.26001,457.899994,457.899994,963200000
2000-11-24,457.899994,471.869995,457.899994,471.869995,471.869995,404870000
2000-11-27,471.850006,478.720001,471.649994,471.700012,471.700012,946100000
2000-11-28,471.700012,471.700012,458.630005,459.019989,459.019989,1028200000
2000-11-29,459.019989,459.859985,451.549988,454.600006,454.600006,402100000
2000-11-30,454.600006,454.600006,440.76001,445.940002,445.940002,1186530000
2000-12-01,445.940002,461.660004,445.940002,456.839996,456.839996,1195200000
2000-12-04,456.829987,456.890015,450.390015,450.390015,450.390015,1103000000
2000-12-05,450.390015,471.350006,450.390015,471.170013,471.170013,900300000
2000-12-06,471.170013,474.109985,463.130005,463.540009,463.540009,1399300000
2000-12-07,463.540009,463.540009,459.880005,461.100006,461.100006,1128000000
2000-12-08,461.100006,479.079987,461.100006,479.070007,479.070007,1358300000
2000-12-11,479.070007,487.230011,477.920013,487.230011,487.230011,1202400000
2000-12-12,487.230011,487.230011,477.730011,477.76001,477.76001,1083400000
2000-12-13,477.76001,480.910004,469.290009,469.910004,469.910004,1195100000
2000-12-14,469.910004,469.910004,461.329987,461.820007,461.820007,1061300000
2000-12-15,461.820007,461.820007,452.820007,458.029999,458.029999,156110000
2000-12-18,458.029999,464.779999,458.029999,463.25,463.25,1189900000
2000-12-19,463.660004,466.910004,458.420013,458.779999,458.779999,1324900000
2000-12-20,458.779999,458.779999,442.320007,443.799988,443.799988,1421600000
2000-12-21,443.799988,450.309998,440.779999,447.029999,447.029999,1449900000
2000-12-22,447.029999,463.410004,447.029999,462.98999,462.98999,1087100000
2000-12-26,462.98999,467.0,462.450012,466.630005,466.630005,806500000
2000-12-27,466.630005,479.299988,463.420013,479.299988,479.299988,1092700000
2000-12-28,479.299988,494.029999,476.850006,494.029999,494.029999,1015300000
2000-12-29,494.029999,495.839996,482.899994,483.529999,483.529999,1035500000
2001-01-02,483.549988,483.549988,461.380005,462.48999,462.48999,1129400000
2001-01-03,462.48999,484.390015,459.279999,484.390015,484.390015,188070000
2001-01-04,484.390015,484.390015,475.899994,477.200012,477.200012,216940000
2001-01-05,477.200012,477.309998,461.76001,463.140015,463.140015,1430800000
2001-01-08,463.140015,463.140015,457.559998,461.640015,461.640015,1115500000
2001-01-09,461.640015,466.399994,461.390015,463.950012,463.950012,1191300000
2001-01-10,463.950012,475.450012,461.540009,475.450012,475.450012,1296500000
2001-01-11,475.450012,484.529999,474.450012,483.859985,483.859985,1411200000
2001-01-12,483.839996,487.679993,480.170013,485.75,485.75,1276000000
2001-01-16,485.75,493.459991,483.859985,493.279999,493.279999,1205700000
2001-01-17,493.279999,501.049988,493.220001,493.459991,493.459991,1349100000
2001-01-18,490.950012,494.75,490.019989,494.630005,494.630005,1445000000
2001-01-19,494.619995,496.190002,487.769989,488.089996,488.089996,1407800000
2001-01-22,488.089996,490.690002,485.98999,490.149994,490.149994,1164000000
2001-01-23,490.149994,502.070007,490.079987,502.059998,502.059998,1232600000
2001-01-24,502.059998,505.149994,501.339996,502.25,502.25,1309000000
2001-01-25,502.25,502.25,499.0,499.0,499.0,1258000000
2001-01-26,499.0,499.779999,494.130005,498.679993,498.679993,1098000000
2001-01-29,498.670013,507.910004,498.670013,507.910004,507.910004,1053100000
2001-01-30,507.910004,511.670013,506.820007,511.660004,511.660004,1149800000
2001-01-31,511.660004,515.219971,508.029999,508.339996,508.339996,1295300000
2001-02-01,508.329987,508.940002,505.230011,508.940002,508.940002,1118800000
2001-02-02,508.980011,509.619995,500.790009,501.5,501.5,1048400000
2001-02-05,501.019989,501.019989,498.429993,500.73999,500.73999,1013000000
2001-02-06,500.73999,507.459991,500.649994,505.76001,505.76001,1059600000
2001-02-07,505.76001,507.470001,502.670013,507.079987,507.079987,1158300000
2001-02-08,507.079987,508.089996,501.929993,502.890015,502.890015,1107200000
2001-02-09,502.890015,502.890015,494.549988,497.049988,497.049988,1075500000
2001-02-12,497.049988,505.359985,495.51001,505.350006,505.350006,1012300000
2001-02-13,505.350006,510.940002,502.149994,502.570007,502.570007,1075200000
2001-02-14,502.570007,503.48999,497.73999,503.48999,503.48999,1150300000
2001-02-15,503.48999,510.019989,503.48999,508.850006,508.850006,1153700000
2001-02-16,508.850006,508.850006,497.649994,499.279999,499.279999,1257200000
2001-02-20,499.279999,500.380005,490.440002,491.140015,491.140015,1112200000
2001-02-21,491.160004,491.160004,482.890015,483.51001,483.51001,1208500000
2001-02-22,483.519989,483.519989,474.619995,477.26001,477.26001,1365900000
2001-02-23,477.26001,477.450012,465.070007,477.450012,477.450012,1231300000
2001-02-26,477.450012,488.309998,477.450012,488.309998,488.309998,1130800000
2001-02-27,488.309998,488.309998,478.75,478.75,478.75,1114100000
2001-02-28,478.75,479.579987,471.279999,474.369995,474.369995,1225300000
2001-03-01,474.380005,474.380005,465.190002,473.299988,473.299988,1294900000
2001-03-02,473.299988,480.299988,468.480011,476.880005,476.880005,1294000000
2001-03-05,476.880005,479.779999,475.649994,475.790009,475.790009,929200000
2001-03-06,475.790009,482.279999,475.790009,481.130005,481.130005,1091800000
2001-03-07,481.130005,485.5,481.130005,484.839996,484.839996,1132200000
2001-03-08,484.839996,484.839996,481.440002,481.48999,481.48999,1114100000
2001-03-09,481.48999,481.48999,473.459991,473.649994,473.649994,1085900000
2001-03-12,473.649994,473.649994,458.339996,458.399994,458.399994,1229000000
2001-03-13,458.399994,462.450012,453.459991,462.26001,462.26001,1360900000
2001-03-14,462.26001,462.26001,451.26001,453.690002,453.690002,1397400000
2001-03-15,453.690002,457.959991,451.709991,452.160004,452.160004,1259500000
2001-03-16,452.160004,453.470001,441.679993,441.799988,441.799988,157090000
2001-03-19,441.790009,451.269989,440.589996,451.269989,451.269989,1126200000
2001-03-20,451.269989,456.170013,444.359985,444.480011,444.480011,1235900000
2001-03-21,444.480011,445.109985,434.820007,435.73999,435.73999,1346300000
2001-03-22,435.73999,435.73999,419.700012,432.799988,432.799988,176750000
2001-03-23,432.799988,443.320007,432.799988,443.269989,443.269989,1364900000
2001-03-26,443.269989,450.589996,443.269989,447.380005,447.380005,1114000000
2001-03-27,447.380005,452.880005,444.380005,452.880005,452.880005,1314200000
2001-03-28,452.880005,452.880005,442.200012,442.200012,442.200012,1333400000
2001-03-29,442.200012,446.01001,439.910004,441.529999,441.529999,1234500000
2001-03-30,441.529999,450.529999,441.48999,450.529999,450.529999,1280800000
2001-04-02,450.529999,450.529999,439.51001,439.76001,439.76001,1204200000
2001-04-03,439.76001,439.76001,424.820007,426.959991,426.959991,1386100000
2001-04-04,426.959991,429.359985,424.640015,425.73999,425.73999,1425590000
2001-04-05,425.73999,444.730011,425.73999,444.730011,444.730011,1368000000
2001-04-06,444.730011,444.730011,434.26001,434.660004,434.660004,1266800000
2001-04-09,434.660004,442.809998,434.660004,441.670013,441.670013,1062800000
2001-04-10,441.670013,452.440002,441.670013,451.839996,451.839996,1349600000
2001-04-11,451.839996,458.01001,448.339996,449.25,449.25,1290300000
2001-04-12,449.25,455.019989,447.450012,455.019989,455.019989,1102000000
2001-04-16,455.01001,455.01001,450.660004,450.899994,450.899994,913900000
2001-04-17,450.899994,455.600006,449.420013,455.579987,455.579987,1109600000
2001-04-18,455.589996,470.709991,455.589996,466.51001,466.51001,191890000
2001-04-19,466.51001,472.410004,465.920013,472.399994,472.399994,1486800000
2001-04-20,472.399994,472.399994,462.619995,466.709991,466.709991,1338700000
2001-04-23,466.709991,466.709991,460.350006,461.070007,461.070007,1012600000
2001-04-24,461.070007,465.350006,460.470001,462.350006,462.350006,1216500000
2001-04-25,462.350006,472.75,461.98999,472.73999,472.73999,1203600000
2001-04-26,472.73999,479.809998,472.73999,477.559998,477.559998,1345200000
2001-04-27,477.559998,483.970001,477.559998,483.970001,483.970001,1091300000
2001-04-30,483.970001,490.25,483.970001,485.320007,485.320007,1226000000
2001-05-01,485.309998,490.480011,482.790009,490.470001,490.470001,1181300000
2001-05-02,490.470001,492.380005,487.26001,491.640015,491.640015,1342200000
2001-05-03,491.640015,491.640015,484.51001,485.649994,485.649994,1137900000
2001-05-04,485.649994,492.890015,480.470001,492.890015,492.890015,1082100000
2001-05-07,492.890015,494.589996,489.459991,489.640015,489.640015,949000000
2001-05-08,491.799988,492.470001,488.160004,491.769989,491.769989,1006300000
2001-05-09,491.769989,492.290009,488.690002,490.179993,490.179993,1132400000
2001-05-10,490.160004,494.329987,490.160004,490.579987,490.579987,1056700000
2001-05-11,490.579987,492.049988,486.75,487.359985,487.359985,906200000
2001-05-14,487.359985,487.359985,484.399994,486.640015,486.640015,858200000
2001-05-15,486.640015,490.299988,486.48999,489.630005,489.630005,1071800000
2001-05-16,489.630005,497.899994,487.410004,497.209991,497.209991,1405300000
2001-05-17,497.209991,504.76001,497.209991,504.76001,504.76001,1355600000
2001-05-18,504.76001,506.769989,502.980011,506.279999,506.279999,1130800000
2001-05-21,506.279999,515.909973,506.279999,515.909973,515.909973,1174900000
2001-05-22,515.909973,519.890015,513.72998,517.22998,517.22998,1260400000
2001-05-23,517.22998,517.22998,507.359985,507.359985,507.359985,1134800000
2001-05-24,507.359985,510.410004,503.850006,510.399994,510.399994,1100700000
2001-05-25,510.399994,510.790009,508.380005,508.619995,508.619995,828100000
2001-05-29,508.619995,508.619995,502.369995,502.369995,502.369995,1026000000
2001-05-30,502.369995,502.369995,493.959991,493.959991,493.959991,1158600000
2001-05-31,493.959991,500.790009,493.959991,496.5,496.5,1226600000
2001-06-01,496.5,501.720001,494.709991,501.720001,501.720001,1015000000
2001-06-04,501.720001,507.320007,501.720001,507.320007,507.320007,836500000
2001-06-05,507.320007,516.47998,507.320007,516.47998,516.47998,1116800000
2001-06-06,516.47998,516.47998,512.52002,512.580017,512.580017,1061900000
2001-06-07,512.580017,514.950012,511.519989,514.77002,514.77002,1089600000
2001-06-08,514.77002,514.880005,509.890015,511.640015,511.640015,726200000
2001-06-11,511.640015,511.640015,505.709991,506.929993,506.929993,870100000
2001-06-12,506.929993,507.529999,500.369995,506.929993,506.929993,1136500000
2001-06-13,506.929993,510.130005,505.119995,505.119995,505.119995,1063600000
2001-06-14,505.119995,505.119995,494.790009,495.380005,495.380005,1242900000
2001-06-15,495.380005,496.76001,491.779999,495.130005,495.130005,1635550000
2001-06-18,494.809998,496.339996,490.480011,490.529999,490.529999,1111600000
2001-06-19,490.529999,495.630005,488.709991,488.730011,488.730011,1184900000
2001-06-20,488.730011,495.869995,487.25,495.859985,495.859985,1350100000
2001-06-21,495.859985,498.459991,494.410004,497.820007,497.820007,1546820000
2001-06-22,497.809998,497.809998,488.350006,488.649994,488.649994,1189200000
2001-06-25,488.660004,490.200012,483.75,484.190002,484.190002,1050100000
2001-06-26,484.190002,490.820007,482.190002,490.820007,490.820007,1198900000
2001-06-27,490.820007,496.230011,490.5,495.579987,495.579987,1162100000
2001-06-28,495.579987,503.309998,495.579987,502.98999,502.98999,1327300000
2001-06-29,502.98999,514.200012,502.609985,512.640015,512.640015,1832360000
2001-07-02,513.280029,513.280029,498.25,498.390015,498.390015,1128300000
2001-07-03,499.040009,499.040009,495.0,496.829987,496.829987,622110000
2001-07-05,496.829987,496.829987,492.140015,492.730011,492.730011,934900000
2001-07-06,492.730011,492.730011,482.140015,483.26001,483.26001,1056700000
2001-07-09,483.26001,487.23999,480.980011,485.980011,485.980011,1045700000
2001-07-10,485.980011,487.380005,477.5,478.140015,478.140015,1263800000
2001-07-11,478.140015,478.140015,471.359985,475.829987,475.829987,1384100000
2001-07-12,475.829987,489.119995,475.829987,489.040009,489.040009,1394000000
2001-07-13,489.040009,491.690002,486.600006,490.709991,490.709991,1121700000
2001-07-16,489.869995,491.399994,483.769989,483.799988,483.799988,1039800000
2001-07-17,483.799988,490.570007,481.649994,490.570007,490.570007,1238100000
